sn,amusing_name,ra,dec,z,seeing,sample,PISCO,P95,P96,P97,P98,P99,Other,MaNGA,HexPak,Swsp,csp1,csp2,phot,ST,Sterr,COL,COLerr,Bmag,Bmagerr,othername
SN2005ir,SN2005ir,01:16:43.752,+00:47:40.4,0.075254,3.26,P95,0,1,0,0,0,0,0,0,0,0,1,0,1,1.048,0.019,-0.002,0.018,18.455,0.017,SDSS-IISN7876
SN2007hx,SN2007hx,02:06:27.288,-00:53:58.3,0.078873,1.01,P95,0,1,0,0,0,0,0,0,0,0,1,0,1,1.033,0.021,0.063,0.021,19.243,0.022,SDSS-IISN17186
SN2005ag,SN2005ag,14:56:43.24,+09:19:42.5,0.079402,0.84,P95,0,1,0,0,0,0,0,0,0,0,1,0,1,1.053,0.012,0.033,0.016,18.452,0.018,NaN
LSQ13dcy,LSQ13dcy,04:55:16.42,-20:00:05.7,0.08,1.19,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PS1-13ekq
LSQ14bjj,LSQ14bjj,14:20:49.08,-05:15:02.1,0.08,1.22,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2006fw,SN2006fw,01:47:10.32,-00:08:49.2,0.081986,1.21,P95,0,1,0,0,0,0,0,0,0,0,1,0,1,0.857,0.019,-0.097,0.018,18.818,0.021,SDSS-IISN12898/2MASSJ01471032-0008488
CSP13aad,CSP13aad,01:46:09.34,-67:28:00.10,0.088,1.51,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,OGLE-2013-SN-109
CSP13Q,CSP13Q,02:02:21.56,-65:44:08.66,0.0880,2.33,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,OGLE-2013-SN-015
LSQ14ie,LSQ14ie,12:55:33.43,-32:56:40.4,0.089441,0.95,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12aor,LSQ12aor,10:55:17.63,-14:18:01.3,0.093,1.01,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,0.683,0.005,-0.327,0.023,19.266,0.02,NaN
LSQ13dhj,LSQ13dhj,02:12:34.51,-37:20:22.8,0.093402,0.98,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12ca,LSQ12ca,05:31:03.62,-19:47:59.1,0.098,2.12,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,1.019,0.028,-0.044,0.018,19.091,0.028,NaN
CSP12N,CSP12N,12:38:16.19,-15:06:32.15,0.1,0.88,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,CSS120325:123816-150632
LSQ12gzm,LSQ12gzm,02:40:44.0,-34:44:25.87,0.1,1.96,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,1.016,0.045,0.052,0.02,19.519,0.013,NaN
LSQ12hnx,LSQ12hnx,02:35:17.80,-30:57:49.4,0.156400,1.72,P95,0,1,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012gm,SN2012gm,23:17:37.03,+14:00:08.9,0.0148,1.21,P95/HexPak,0,1,0,0,0,0,0,0,1,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ23173703+1400089
ASASSN-14lp,ASASSN14lp,12:45:09.10,-00:27:32.4,0.005101,1.21,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,1.068,0.004,0.302,0.006,12.219,0.01,NaN
ASASSN-13cc,ASASSN13cc,05:32:46.62,-14:02:45.41,0.010441,0.97,P96,0,0,1,0,0,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,SN2013ex
ASASSN-15aj,ASASSN15aj,10:52:53.26,-32:55:34.86,0.010921,1.15,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14jc,ASASSN14jc,07:35:35.288,-62:46:12.64,0.011325,1.28,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14kr,ASASSN14kr,12:54:13.150,-07:38:57.46,0.014,2.19,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14jg,ASASSN14jg,23:33:13.90,-60:34:11.5,0.014827,1.24,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14hu,ASASSN14hu,06:43:26.92,-69:38:14.7,0.015,1.29,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14jz,ASASSN14jz,18:44:44.340,-52:48:05.48,0.015542,2.25,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-13ch,ASASSN13ch,16:16:34.08,-00:35:27.312,0.016151,0.73,P96,0,0,1,0,0,0,0,0,0,0,0,0,1,0.912,0.02,-0.089,0.027,14.416,0.05,NaN
ASASSN-13dm,ASASSN13dm,03:02:10.85,+15:55:38.8,0.017,1.62,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,SN2013hk
ASASSN-13bb,ASASSN13bb,01:55:20.71,+06:36:35.28,0.017405,1.46,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,SN2013ef
ASASSN-13ar,ASASSN13ar,01:18:41.76,-07:26:39.70,0.01775,1.56,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,SN2013dl
ASASSN-13cj,ASASSN13cj,16:17:11.04,+04:33:14.688,0.018,0.95,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14me,ASASSN14me,01:26:40.216,-57:59:49.87,0.018,1.9,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14ew,ASASSN14ew,20:22:00.88,-51:47:46.5,0.019597,3.4,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14lw,ASASSN14lw,01:06:49.170,-46:58:59.96,0.020875,1.76,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14dz,ASASSN14dz,15:05:54.522,+12:44:43.33,0.022202,3.04,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14fa,ASASSN14fa,02:52:23.06,-31:49:18.0,0.022589,1.88,P96,0,0,1,0,0,0,0,0,0,0,0,0,1,0.863,0.031,-0.1,0.027,15.979,0.036,NaN
ASASSN-14eu,ASASSN14eu,15:00:36.84,-03:50:48.9,0.022722,2.48,P96,0,0,1,0,0,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-13cp,ASASSN13cp,15:33:49.236,+21:08:21.87,0.023576,1.18,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-13an,ASASSN13an,13:45:36.21,-07:19:32.59,0.023922,0.98,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,SN2013da
ASASSN-14cu,ASASSN14cu,12:47:02.68,-24:14:41.3,0.024797,1.51,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14ad,ASASSN14ad,12:40:11.10,+18:03:32.76,0.0264,1.52,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14lu,ASASSN14lu,14:10:39.52,-02:40:56.0,0.026995,0.79,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-13cu,ASASSN13cu,00:40:10.128,-10:26:25.8,0.0272,1.66,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PS1-13dbv
ASASSN-14mw,ASASSN14mw,01:41:25.16,-65:37:01.26,0.027406,2.5,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,OGLE-2014-SN-212
ASASSN-14ig,ASASSN14ig,01:16:04.95,-61:37:16.6,0.029,2.63,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14mg,ASASSN14mg,02:53:58.10,-21:38:52.86,0.031,2.87,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14mf,ASASSN14mf,00:04:54.459,-32:26:14.63,0.0311,1.85,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14lt,ASASSN14lt,03:11:02.540,-13:06:38.76,0.032046,1.48,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14ba,ASASSN14ba,10:21:31.90,+08:24:21.12,0.032668,0.84,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14co,ASASSN14co,15:57:29.910,+01:06:33.74,0.03334,1.02,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14kq,ASASSN14kq,23:45:15.51,-29:47:01.1,0.0336,1.9,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14hr,ASASSN14hr,01:50:41.230,-14:31:04.75,0.03362,1.45,P96,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14db,ASASSN14db,22:02:01.85,-70:02:26.1,0.037519,3.18,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14lv,ASASSN14lv,23:32:07.370,-41:16:11.76,0.049194,1.5,P96,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1994D,SN1994D,12:34:02.395,+07:42:05.70,0.00149,1.03,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9,0.008,-0.057,0.012,11.8,0.013,AAVSO1229+08
SN1986G,SN1986G,13:25:36.46,-43:01:53.6,0.00183,2.41,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,0.717,0.009,0.828,0.033,12.052,0.048,AAVSO1319-42
SN2001el,SN2001el,03:44:30.60,-44:38:23.4,0.00346,1.58,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,0.99,0.006,0.128,0.009,12.785,0.01,AAVSO0341-44B
SN2012ht,SN2012ht,10:53:22.75,+16:46:34.9,0.003559,1.61,P97,0,0,0,1,0,0,0,0,0,0,0,1,1,0.956,0.007,0.008,0.013,13.067,0.018,PSNJ10532275+1646349
SN2012cu,SN2012cu,12:53:29.35,+02:09:39.0,0.003810,1.27,P97,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,SNhunt136/PSNJ12532935+0209390
SN2013aa,SN2013aa,14:32:33.88,-44:13:27.8,0.003999,1.4,P97,0,0,0,1,0,0,0,0,0,0,0,1,1,1.029,0.012,-0.102,0.031,11.2,0.091,PSNJ14323388-4413278
SN2006X,SN2006X,12:22:53.93,+15:48:33.1,0.00524,1.14,P97,0,0,0,1,0,0,0,0,0,0,1,0,1,0.996,0.005,1.257,0.009,15.244,0.013,NaN
SN2007sr,SN2007sr,12:01:52.80,-18:58:21.7,0.005417,2.08,P97,0,0,0,1,0,0,0,0,0,0,1,0,1,1.037,0.01,0.116,0.02,12.721,0.03,CSS071218:120153-185822
SN2007af,SN2007af,14:22:21.03,-00:23:37.6,0.005464,1.53,P97,0,0,0,1,0,0,0,0,0,0,1,0,1,0.975,0.004,0.054,0.012,13.192,0.018,NaN
SN2008fp,SN2008fp,07:16:32.60,-29:19:31.8,0.006287,1.57,P97,0,0,0,1,0,0,0,0,0,0,1,0,1,1.048,0.011,0.379,0.012,13.733,0.081,NaN
SN2007le,SN2007le,23:38:48.45,-06:31:21.3,0.006721,3.54,P97,0,0,0,1,0,0,0,0,0,0,1,0,1,1.014,0.005,0.299,0.012,13.889,0.016,NaN
SN2012hr,SN2012hr,06:21:38.46,-59:42:50.6,0.008,2.17,P97,0,0,0,1,0,0,0,0,0,0,0,1,1,0.982,0.007,0.022,0.013,13.611,0.022,PSNJ06213846-5942506
SN2009ig,SN2009ig,02:38:11.62,-01:18:45.3,0.00829,1.3,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,1.082,0.005,-0.227,0.022,13.315,0.046,NaN
SN2010ev,SN2010ev,10:25:28.99,-39:49:51.2,0.009211,2.68,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,0.946,0.006,0.304,0.027,14.583,0.043,NaN
SN2002cr,SN2002cr,14:06:37.59,-05:26:21.9,0.00948,1.29,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,0.945,0.005,-0.02,0.01,14.195,0.012,NaN
SN2009nr,SN2009nr,13:10:58.95,+11:29:29.3,0.011224,1.68,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,1.159,0.022,0.209,0.018,13.932,0.06,NaN
SN2009ev,SN2009ev,13:14:17.58,-42:58:48.8,0.011838,1.44,P97,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012hd,SN2012hd,01:14:07.46,-32:39:07.7,0.012,4.11,P97,0,0,0,1,0,0,0,0,0,0,0,1,1,0.88,0.029,1.626,0.024,17.784,0.064,LSQ12gqn/PSNJ01140746-3239077
SN2008J,SN2008J,02:34:24.20,-10:50:38.5,0.015874,1.34,P97,0,0,0,1,0,0,0,0,0,0,1,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2007fs,SN2007fs,22:01:40.44,-21:30:29.6,0.01719,1.58,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,0.865,0.043,-0.091,0.022,14.951,0.059,NaN
SN2001da,SN2001da,23:53:32.78,+08:07:02.6,0.017195,4.17,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,0.917,0.009,0.214,0.01,15.533,0.023,NaN
SN2009le,SN2009le,02:09:17.14,-23:24:44.8,0.017792,1.69,P97,0,0,0,1,0,0,0,0,0,0,1,0,1,1.013,0.012,0.095,0.021,15.3,0.021,NaN
SN2007fb,SN2007fb,23:56:52.37,+05:30:31.8,0.018026,4.09,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,0.805,0.017,-0.04,0.022,15.514,0.038,NaN
SN2012fw,SN2012fw,21:01:58.99,-48:16:25.9,0.0186,2.64,P97,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ21015899-4816259
LSQ12dbr,LSQ12dbr,20:58:51.89,-02:58:27.1,0.02,1.67,P97,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2010A,SN2010A,02:32:39.46,+00:37:10.2,0.020698,2.73,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,1.068,0.017,0.128,0.017,15.81,0.018,NaN
SN2001cp,SN2001cp,17:11:02.58,+05:50:26.8,0.022402,0.89,P97,0,0,0,1,0,0,0,0,0,0,0,0,1,1.085,0.01,-0.027,0.013,15.623,0.065,AAVSO1706+05
SN2008ia,SN2008ia,08:50:35.15,-61:16:40.6,0.022597,1.79,P97,0,0,0,1,0,0,0,0,0,0,1,0,1,0.844,0.01,0.02,0.014,15.79,0.093,NaN
PTF12jgb,PTF12jgb,04:15:01.44,-15:20:53.7,0.028188,0.98,P97,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12gdj,LSQ12gdj,23:54:43.32,-25:40:34.0,0.03,1.61,P97,0,0,0,1,0,0,0,0,0,0,0,1,1,1.089,0.004,-0.107,0.008,15.845,0.009,NaN
SN2008dh,SN2008dh,00:35:11.32,+23:15:15.1,0.037,1.97,P97,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,CSS080608:003511+231515
SN2011iy,SN2011iy,13:08:58.39,-15:31:04.1,0.0043,1.48,P97/arx,0,0,0,1,0,0,1,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ13085839-1531041
SN2012cg,SN2012cg,12:27:12.83,+09:25:13.2,0.001458,1.74,P97/HexPak,0,0,0,1,0,0,0,0,1,1,0,1,1,1.04,0.004,0.114,0.006,12.051,0.01,PSNJ12271283+0925132/PTF12khh
PTF12iiq,PTF12iiq,02:50:07.76,-00:15:54.4,0.0291,0.96,P97/MaNGA/HexPak,0,0,0,1,0,0,0,1,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2011jh,SN2011jh_3,12:47:14.42,-10:03:47.3,0.0078,2.66,P98,0,0,0,0,1,0,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ12471442-1003473
SN2013cs,SN2013cs,13:15:14.81,-17:57:55.6,0.009,1.2,P98,0,0,0,0,1,0,0,0,0,1,0,0,1,0.991,0.007,0.057,0.011,13.697,0.035,SNhunt196/LSQ13aiz/SSS130514:131515-175756
LSQ12fuk,LSQ12fuk,04:58:15.89,-16:17:57.8,0.02,1.15,P98,0,0,0,0,1,0,0,0,0,1,0,1,1,1.042,0.011,0.112,0.011,15.775,0.033,CSS121106:045816-161758
SN2013da,SN2013da,13:45:36.21,-07:19:32.6,0.024531,1.83,P98,0,0,0,0,1,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,ASASSN-13an
PS1-14ra,PS1-14ra,14:41:28.44,+09:25:58.7,0.027731,3.36,P98,0,0,0,0,1,0,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSS121114:090202+101800,CSS121114_090202+101800,09:02:02.34,+10:18:00.1,0.037178,0.96,P98,0,0,0,0,1,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13crf,LSQ13crf,03:10:50.23,+01:25:18.9,0.048911,0.85,P98,0,0,0,0,1,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14ahm,LSQ14ahm,11:41:22.45,-12:23:57.5,0.05,0.84,P98,0,0,0,0,1,0,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,CSS140325:114122-122357
LSQ14xi,LSQ14xi,12:30:41.17,-13:46:21.9,0.05,0.93,P98,0,0,0,0,1,0,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PS15aez,PS15aez,11:00:09.77,+05:33:48.5,0.052567,2.76,P98,0,0,0,0,1,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTF11qmo,PTF11qmo,10:06:49.76,-07:41:12.3,0.055,2.16,P98,0,0,0,0,1,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14act,LSQ14act,15:59:44.65,-10:26:40.8,0.058357,5.4,P98,0,0,0,0,1,0,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13cwp,LSQ13cwp,04:03:50.66,-02:39:18.0,0.067,0.78,P98,0,0,0,0,1,0,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PS1-13egm
PTF11qri,PTF11qri,12:47:06.28,-06:19:49.7,0.067347,1.14,P98,0,0,0,0,1,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12fmx,LSQ12fmx,03:12:52.18,-00:12:12.8,0.067416,3.56,P98,0,0,0,0,1,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PS15mt,PS15mt,09:54:44.17,+23:11:53.1,0.071,2.62,P98,0,0,0,0,1,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,LSQ15xe
CSS130317:082848+293031,CSS130317_082848+293031,08:28:47.78,+29:30:30.8,0.08,1.79,P98,0,0,0,0,1,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14age,LSQ14age,13:24:08.60,-13:26:25.9,0.080451,2.41,P98,0,0,0,0,1,0,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTF11qpc,PTF11qpc,12:20:05.47,+09:24:12.1,0.08881,1.48,P98,0,0,0,0,1,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2011ha,SN2011ha,03:57:40.87,+10:09:55.2,0.094,1.31,P98,0,0,0,0,1,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,MASTERPGC1375631
iPTF13dge,iPTF13dge,05:03:35.08,+01:34:17.4,0.015854,1.24,P98/HexPak,0,0,0,0,1,0,0,0,1,1,0,0,1,1.022,0.005,-0.016,0.016,14.998,0.046,PSNJ05033510+0134176/PS1-13dvn/CSS131007:050335+013418/PSNJ05033510+013417
PSNJ07250042+2347030,PSNJ07250042+2347030,07:25:00.42,+23:47:03.0,0.018346,1.46,P98/HexPak,0,0,0,0,1,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PS15mb,PS15mb,08:59:40.13,+15:11:12.4,0.029103,1.44,P98/HexPak,0,0,0,0,1,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,ASASSN-15ez
ASASSN-15hg,ASASSN-15hg,09:53:48.62,+09:11:37.78,0.030473,1.42,P98/HexPak,0,0,0,0,1,0,0,0,1,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014dm,SN2014dm,04:08:07.13,-08:49:37.2,0.033,1.01,P98/HexPak,0,0,0,0,1,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ04080713-0849372
ASASSN-15ho,ASASSN-15ho,09:09:23.89,-04:43:30.98,0.041444,0.94,P98/HexPak,0,0,0,0,1,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSNJ10292799+2200468,PSNJ10292799+2200468,10:29:27.99,+22:00:46.8,0.05445,1.91,P98/HexPak,0,0,0,0,1,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,iPTF14hvh/CSS141127:102928+220047
LSQ14aeg,LSQ14aeg,10:19:36.79,+19:33:20.3,0.064452,2.53,P98/HexPak,0,0,0,0,1,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,MLS140308:101937+193321
CSS121009:011101-172841,P99--TO-DO--P99,01:11:01.09,-17:28:42.28,0.06,-999,P99,0,0,0,0,0,1,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2005ke,P99--TO-DO--P99,03:35:04.35,-24:56:38.8,0.00488,-999,P99,0,0,0,0,0,1,0,0,0,0,1,0,1,0.678,0.004,0.669,0.012,14.838,0.015,NaN
ASASSN-15hf,P99--TO-DO--P99,10:29:30.76,-35:15:35.2,0.006178,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2005cf,P99--TO-DO--P99,15:21:33.12,-07:26:57.1,0.006461,-999,P99,0,0,0,0,0,1,0,0,0,0,0,0,1,0.995,0.002,-0.033,0.007,13.237,0.04,NaN
ASASSN-15hx,P99--TO-DO--P99,13:43:16.692,-31:33:21.55,0.01,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2007ca,P99--TO-DO--P99,13:31:05.81,-15:06:06.6,0.014066,-999,P99,0,0,0,0,0,1,0,0,0,0,1,0,1,1.05,0.008,0.236,0.014,15.87,0.03,NaN
SN2009jr,P99--TO-DO--P99,20:26:26.03,+02:54:32.1,0.0165,-999,P99,0,0,0,0,0,1,0,0,0,0,0,0,1,1.114,0.019,0.391,0.015,16.207,0.056,NaN
PTF11pra,P99--TO-DO--P99,02:18:45.81,-06:38:30.5,0.017555,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,SN2011hk/PSNJ02184584-0638304
SN2012bl,P99--TO-DO--P99,20:23:55.28,-48:21:17.3,0.0187,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ20245528-4821173
SN2014cr,P99--TO-DO--P99,19:37:06.13,-42:17:50.5,0.02,-999,P99,0,0,0,0,0,1,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ19370613-4217505
ASASSN-15bm,P99--TO-DO--P99,15:05:51.58,-05:37:37.05,0.021,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15be,P99--TO-DO--P99,02:52:46.39,-34:18:52.52,0.0219,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2011gf,P99--TO-DO--P99,21:12:24.27,-07:48:52.1,0.0245,-999,P99,0,0,0,0,0,1,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ21122427-0748521/CSS110918:211224-074852
SN2007cq,P99--TO-DO--P99,22:14:40.41,+05:04:48.6,0.0259,-999,P99,0,0,0,0,0,1,0,0,0,0,0,0,1,0.943,0.01,-0.019,0.034,15.82,0.045,NaN
iPTF14aje,P99--TO-DO--P99,15:25:12.07,-01:48:51.50,0.0277,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-15hy,P99--TO-DO--P99,20:10:02.35,-00:44:21.31,0.032,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PS15aou
LSQ12fhs,P99--TO-DO--P99,22:52:23.45,-20:36:53.3,0.033145,-999,P99,0,0,0,0,0,1,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ22522345-2036537
SN2013M,P99--TO-DO--P99,13:59:56.68,-37:51:49.4,0.034954,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ13595668-3751494
iPTF13asv,P99--TO-DO--P99,16:22:43.16,+18:57:35.6,0.035,-999,P99,0,0,0,0,0,1,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,SN2013cv/CSS130513:162243+185735/PSNJ16224316+1857356
